pageid,title,wikidata,label
4103421,Luis Castiglioni,Q3493305,Luis Castiglioni
40301064,Bernardino Soto Estigarribia,Q14661202,Bernardino Soto Estigarribia
56536073,Mario Abdo Benítez,Q48136013,Mario Abdo Benítez
57204769,Hugo Velázquez Moreno,Q52138237,Hugo Velázquez Moreno
68573853,Sandra Quiñónez,Q55091448,Sandra Quiñonez
